gene,f_score,p_value,chrom,start,genome_pos,cytoband
CLIP4,214.62377448887383,1.180021810598318e-41,chr2,29097675.0,278054097.0,2p23.2
CKAP2L,214.60000789300798,1.1903873818963764e-41,chr2,112736350.0,361692772.0,2q14.1
KIAA1754L,214.55783758349048,1.2090049602854188e-41,chr2,96325316.0,345281738.0,2q11.2
MCM4,214.24918057806863,1.3544700673847838e-41,chr8,47960940.0,1439311216.0,8q11.21
DPP3,214.13481161003236,1.4127233482520345e-41,chr11,66480433.0,1875161484.0,11q13.2
KGFLP1,214.10332390085225,1.4291983436585233e-41,chr9,62376255.0,1598865167.0,9q13
GABARAPL3,214.07871837992622,1.4422065214488618e-41,chr15,90346530.0,2388797558.0,15q26.1
SNTG2,213.78549821586998,1.606678947763185e-41,chr2,950848.0,249907270.0,2p25.3
UNC5B,213.3555512314715,1.8824882106754032e-41,chr10,71212569.0,1746096198.0,10q22.1
ANKRD47,213.21053568463307,1.9858532325100067e-41,chr19,8322583.0,2662733871.0,19p13.2
HSD17B11,213.04383455189813,2.1117322849269097e-41,chr4,87336515.0,776782025.0,4q22.1
SGCG,212.79196544605236,2.317278031398429e-41,chr13,23160507.0,2100203489.0,13q12.12
PTRF,212.70257345944697,2.394959881865362e-41,chr17,42402448.0,2533183010.0,17q21.2
PYGO2,212.35874094291475,2.718901407144495e-41,chr1,154957025.0,154957025.0,1q21.3
CCDC82,212.15313539144,2.933262267557127e-41,chr11,96352764.0,1905033815.0,11q21
GTF3C1,212.11186719208612,2.9782901049757213e-41,chr16,27460612.0,2427902829.0,16p12.1
CCL15,211.77162728628707,3.3769713188662747e-41,chr17,35997581.0,2526778143.0,17q12
UGCGL1,211.58934514572738,3.612165038209974e-41,chr2,128091199.0,377047621.0,2q14.3
HIST2H2AB,211.45443040042085,3.7967663723367536e-41,chr1,149887468.0,149887468.0,1q21.2
SLC37A1,211.43560688810015,3.823264051602816e-41,chr21,42499621.0,2819972692.0,21q22.3
ANKRD29,211.40281813754063,3.869864385038686e-41,chr18,23598925.0,2597636928.0,18q11.2
PTBP1,211.24223730702403,4.106450083805389e-41,chr19,797451.0,2655208739.0,19p13.3
KIF18A,211.0770728870499,4.3649416618175864e-41,chr11,28020618.0,1836701669.0,11p14.1
CDC45L,210.9230325624657,4.620720982152388e-41,chr22,19479465.0,2843662519.0,22q11.21
GRIK1,210.682222182118,5.051051224725636e-41,chr21,29536932.0,2807010003.0,21q21.3
PDZD2,210.6031655257342,5.200919874836817e-41,chr5,31639130.0,911299195.0,5p13.3
VIP,210.44023347054426,5.524016713889027e-41,chr6,152750796.0,1213949120.0,6q25.2
TMTC1,210.17389836292634,6.096113936351376e-41,chr12,29500812.0,1973268485.0,12p11.22
PAMCI,210.1388423973759,6.175717097279608e-41,chr12,85800702.0,2029568375.0,12q21.31
PRRG3,209.8884163632764,6.77554246090215e-41,chrX,151694606.0,3026696128.0,Xq28
MMRN1,209.3658307486963,8.22228608314298e-41,chr4,89879510.0,779325020.0,4q22.1
RAD54L,209.03444633806055,9.296486990814518e-41,chr1,46247687.0,46247687.0,1p34.1
DDX39,209.01471074454955,9.364733520185194e-41,chr19,14408797.0,2668820085.0,19p13.12
SGK,208.78738321783905,1.0188045507373218e-40,chr6,134169245.0,1195367569.0,6q23.2
OSR1,208.7550670974664,1.0310839482788176e-40,chr2,19351484.0,268307906.0,2p24.1
COMP,208.6089855952404,1.0884712885756189e-40,chr19,18782772.0,2673194060.0,19p13.11
LIG3,208.35614860303997,1.1954756656135234e-40,chr17,34980497.0,2525761059.0,17q12
MAPK13,208.08773406101764,1.3206506221050097e-40,chr6,36130512.0,1097328836.0,6p21.31
TF,208.03799178814432,1.3452533789262825e-40,chr3,133661997.0,624811948.0,3q22.1
IL17B,208.00657321378284,1.3610296104224612e-40,chr5,149374266.0,1029034331.0,5q32
KIAA1199,208.0026844558887,1.3629951427519604e-40,chr15,80779369.0,2379230397.0,15q25.1
CDH12,207.62409573371733,1.5686452944792108e-40,chr5,21750675.0,901410740.0,5p14.3
DDR2,207.57943536041682,1.5948732777373946e-40,chr1,162630862.0,162630862.0,1q23.3
ADAMTS1,207.54998538999186,1.6124088686368557e-40,chr21,26835754.0,2804308825.0,21q21.3
LOC400506,207.39590288012047,1.707359163839514e-40,,,,
FEN1,207.20558053546085,1.8324239507570215e-40,chr11,61792910.0,1870473961.0,11q12.2
B4GALT3,207.04417617488735,1.9456651747139813e-40,chr1,161171309.0,161171309.0,1q23.3
C16orf53,207.01016314781685,1.9704104394681687e-40,chr16,29816151.0,2430258368.0,16p11.2
PACSIN1,206.56446316216653,2.325413841413243e-40,chr6,34466075.0,1095664399.0,6p21.31
CCDC3,206.54408650799547,2.3430975696227824e-40,chr10,12896624.0,1687780253.0,10p13
LTBP4,206.5284203243359,2.3567850539753315e-40,chr19,40593165.0,2695004453.0,19q13.2
CDCA3,206.44207856902634,2.4336739683577444e-40,chr12,6844797.0,1950612470.0,12p13.31
IPO11,206.02299160045925,2.8441877815042157e-40,chr5,62412762.0,942072827.0,5q12.1
RAPGEF2,205.83517658840012,3.0500584935179756e-40,chr4,159104050.0,848549560.0,4q32.1
ANKRD35,205.79762533116818,3.092980113702411e-40,chr1,145866559.0,145866559.0,1q21.1
AASS,205.72743474902023,3.17484095399632e-40,chr7,122073549.0,1354077852.0,7q31.32
CCDC46,205.5271403840487,3.4205898703090104e-40,chr17,65635536.0,2556416098.0,17q24.1
CKAP2,205.3147647956421,3.702048851822641e-40,chr13,52455359.0,2129498341.0,13q14.3
MRPS12,205.22330280967873,3.830314511067102e-40,chr19,38930943.0,2693342231.0,19q13.2
LOC339524,205.01689075096496,4.136415585810701e-40,,,,
FAM89A,204.90253244723792,4.316451453964788e-40,chr1,231018957.0,231018957.0,1q42.2
BMP6,204.72913682318105,4.604545111704376e-40,chr6,7726098.0,1068924422.0,6p24.3
BAI3,204.7197524471726,4.620676285684858e-40,chr6,68635281.0,1129833605.0,6q12
TAL1,204.57855531403348,4.870345428186129e-40,chr1,47216289.0,47216289.0,1p33
GABRE,204.5564300784283,4.910676659460441e-40,chrX,151953123.0,3026954645.0,Xq28
PLA2G4A,204.02238707864683,5.9926886564299415e-40,chr1,186828948.0,186828948.0,1q31.1
TNFSF4,203.8302131797258,6.438074103637426e-40,chr1,173183730.0,173183730.0,1q25.1
SEPP1,203.81608176474526,6.472107430056372e-40,chr5,42799879.0,922459944.0,5p12
ROD1,203.4310148361957,7.472312727914964e-40,chr9,112217714.0,1648706626.0,9q32
STIL,203.42755038179465,7.481982321773343e-40,chr1,47250138.0,47250138.0,1p33
GAS2,203.1699741318687,8.237217502673822e-40,chr11,22666610.0,1831347661.0,11p14.3
LLGL2,202.95585406884064,8.922958486123432e-40,chr17,75525696.0,2566306258.0,17q25.1
CLSPN,202.4063498946062,1.0956638382803668e-39,chr1,35720212.0,35720212.0,1p34.3
SGOL2,202.24785479743096,1.1625407421432175e-39,chr2,200526141.0,449482563.0,2q33.1
LCN6,202.17976742682885,1.1925138360134412e-39,chr9,136744017.0,1673232929.0,9q34.3
ATP13A1,202.0482954089564,1.2526019635412013e-39,chr19,19645200.0,2674056488.0,19p13.11
C5orf4,201.73694053992725,1.407305086691559e-39,chr5,154818491.0,1034478556.0,5q33.2
KIT,201.5366930689862,1.5167931066457082e-39,chr4,54657956.0,744103466.0,4q12
STGC3,201.4327354585165,1.5769636060381783e-39,,,,
DOPEY2,201.17044761628085,1.7396388780825487e-39,chr21,36156781.0,2813629852.0,21q22.12
MRGPRF,201.15745900341116,1.7481186460280717e-39,chr11,69004393.0,1877685444.0,11q13.3
LENG4,200.8617512713825,1.952806418248351e-39,chr19,54173411.0,2708584699.0,19q13.42
VIT,200.76878609236402,2.021999667687038e-39,chr2,36696689.0,285653111.0,2p22.2
LIG1,200.5525580692139,2.192603745941545e-39,chr19,48115444.0,2702526732.0,19q13.33
LOC338328,200.53978386332997,2.203123028512901e-39,,,,
HIST1H3D,200.43741130516048,2.2892745914895672e-39,chr6,26196783.0,1087395107.0,6p22.2
PRNP,200.11156784717392,2.5866474296405602e-39,chr20,4686455.0,2717715359.0,20p13
KCNAB1,200.10448349641442,2.5935262260810267e-39,chr3,156120547.0,647270498.0,3q25.31
TRIP13,200.05322574413125,2.643846663922678e-39,chr5,892883.0,880552948.0,5p15.33
EPN3,199.96796972131548,2.7297231060239048e-39,chr17,50532734.0,2541313296.0,17q21.33
LRRC45,199.9493724505864,2.748824502539741e-39,chr17,82023304.0,2572803866.0,17q25.3
AMOTL2,199.86943988571352,2.8324628651011252e-39,chr3,134355344.0,625505295.0,3q22.2
RTKN,199.69942770680893,3.0189477428536476e-39,chr2,74425834.0,323382256.0,2p13.1
KIF26A,199.69526853171791,3.023661103205796e-39,chr14,104138722.0,2295546032.0,14q32.33
KPNA2,199.5134824860597,3.237047675571019e-39,chr17,68035734.0,2558816296.0,17q24.2
INPP1,199.4945567110719,3.26011425725165e-39,chr2,190343588.0,439300010.0,2q32.2
APBA1,199.3290474247406,3.468995761429568e-39,chr9,69427531.0,1605916443.0,9q21.12
MAPKAPK2,199.19666620239937,3.645695709627589e-39,chr1,206684904.0,206684904.0,1q32.1
CASQ2,199.06699380221642,3.827534762006925e-39,chr1,115700020.0,115700020.0,1p13.1
SFRP1,198.91530360141985,4.0518339435601014e-39,chr8,41261961.0,1432612237.0,8p11.21
CX3CL1,198.87090576168927,4.1199453193424056e-39,chr16,57372489.0,2457814706.0,16q21
MMP13,198.6671869266271,4.447506284758767e-39,chr11,102942994.0,1911624045.0,11q22.2
VIL2,198.31766557830005,5.071559192630574e-39,chr6,158765747.0,1219964071.0,6q25.3
ARFGEF2,198.09880283493123,5.50633257934418e-39,chr20,48921710.0,2761950614.0,20q13.13
ARHGEF4,198.08578579082433,5.5333391661525327e-39,chr2,130836913.0,379793335.0,2q21.1
MOSC1,197.99771372966754,5.71958841159166e-39,chr1,220786912.0,220786912.0,1q41
C9orf75,197.96674252015137,5.7865687891771676e-39,chr9,137191618.0,1673680530.0,9q34.3
EDG1,197.93981820901266,5.845436318970455e-39,chr1,101236748.0,101236748.0,1p21.2
LMNB2,197.71327672945537,6.365161713836126e-39,chr19,2428165.0,2656839453.0,19p13.3
TMEM118,197.59060144334038,6.665702493127457e-39,chr12,116738290.0,2060505963.0,12q24.22
PPP2R2B,197.56497969305445,6.730248728108037e-39,chr5,146580741.0,1026240806.0,5q32
CXCL10,197.4055587171944,7.146195358368501e-39,chr4,76021117.0,765466627.0,4q21.1
EIF2AK1,196.98734736861553,8.364144110128889e-39,chr7,6022246.0,1238026549.0,7p22.1
KL,196.84497057652175,8.824661455726001e-39,chr13,33016422.0,2110059404.0,13q13.1
FAM82A,196.8389851529377,8.84456907062355e-39,chr2,37925286.0,286881708.0,2p22.2
FAM110A,196.68931970636714,9.357280463796523e-39,chr20,833714.0,2713862618.0,20p13
IL6,196.49348779833167,1.0073464139037369e-38,chr7,22727199.0,1254731502.0,7p15.3
GINS2,196.46468655553556,1.0183336771938331e-38,chr16,85676197.0,2486118414.0,16q24.1
VANGL1,196.3343835870133,1.0695647091729842e-38,chr1,115641969.0,115641969.0,1p13.1
PI16,196.27205144084618,1.0949784961106063e-38,chr6,36948262.0,1098146586.0,6p21.2
GABRD,196.23078677669017,1.1121352266915867e-38,chr1,2019344.0,2019344.0,1p36.33
C14orf128,195.8970424320819,1.2611898039276772e-38,chr14,32075418.0,2223482728.0,14q12
PHF17,195.8627422890953,1.27760201500723e-38,chr4,128809699.0,818255209.0,4q28.2
MCM2,195.78874040829763,1.3137447360866255e-38,chr3,127598410.0,618748361.0,3q21.3
EGR2,195.64536154165998,1.386717303334526e-38,chr10,62811995.0,1737695624.0,10q21.3
MUSTN1,195.6254276620244,1.3971797016108294e-38,chr3,52833120.0,543983071.0,3p21.1
ADAM8,195.5993302628597,1.410996882538837e-38,chr10,133262422.0,1808146051.0,10q26.3
IBSP,195.4955164973792,1.4673318303344936e-38,chr4,87799553.0,777245063.0,4q22.1
SFXN1,195.3499271125656,1.5501594446329634e-38,chr5,175478559.0,1055138624.0,5q35.2
CCDC19,195.32293558554028,1.566023123755219e-38,chr1,159872363.0,159872363.0,1q23.2
C10orf10,195.21676334392075,1.6300202646023878e-38,chr10,44976127.0,1719859756.0,10q11.21
C19orf28,195.00904151223156,1.7629186421106624e-38,chr19,3544198.0,2657955486.0,19p13.3
WDHD1,194.9482595847387,1.8038246377993468e-38,chr14,54938948.0,2246346258.0,14q22.2
PF4,194.87121775678236,1.8570451368292087e-38,chr4,73980814.0,763426324.0,4q13.3
FLJ21986,194.63505005249664,2.03021148588802e-38,,,,
SAC3D1,194.48135382655937,2.1515211035870582e-38,chr11,65040932.0,1873721983.0,11q13.1
C2orf32,194.3956172958922,2.222324954997727e-38,chr2,68284170.0,317240592.0,2p14
LMO2,194.22658708849724,2.3688382804689145e-38,chr11,33858575.0,1842539626.0,11p13
ACSL1,194.21810713954213,2.376438782241274e-38,chr4,184755594.0,874201104.0,4q35.1
FGF7,194.1529771024887,2.4356358838936437e-38,chr15,49423241.0,2347874269.0,15q21.2
ADAMTS9,193.84747574434505,2.7336781049499627e-38,chr3,64515654.0,555665605.0,3p14.1
NIPSNAP3B,193.61521334747695,2.984535232219877e-38,chr9,104764128.0,1641253040.0,9q31.1
XPO6,193.55816039750795,3.04961188198789e-38,chr16,28097975.0,2428540192.0,16p12.1
LIPT1,193.47207319950522,3.1505114155034563e-38,chr2,99154966.0,348111388.0,2q11.2
C16orf14,193.42209074398178,3.2106241508360944e-38,chr16,641827.0,2401084044.0,16p13.3
DIAPH3,193.25937650823155,3.4144052142716744e-38,chr13,59665588.0,2136708570.0,13q21.2
WBP4,193.2471092293259,3.4302847701264427e-38,chr13,41061508.0,2118104490.0,13q14.11
GABARAPL1,192.9240258773482,3.8762686333247314e-38,chr12,10212876.0,1953980549.0,12p13.2
CASP12,192.85238835399693,3.9827880052417564e-38,chr11,104885717.0,1913566768.0,11q22.3
CCNL1,192.66050029818004,4.282808054844018e-38,chr3,157143120.0,648293071.0,3q25.31
SSPN,192.5010226898638,4.5493422932024747e-38,chr12,26195335.0,1969963008.0,12p12.1
C16orf24,192.36212046738578,4.79501794087974e-38,chr16,721145.0,2401163362.0,16p13.3
TTC26,192.33933299290254,4.83657463137856e-38,chr7,139133743.0,1371138046.0,7q34
CDC20,192.1501611026347,5.195814730474771e-38,chr1,43358980.0,43358980.0,1p34.2
TK2,192.05870550734048,5.378973528169622e-38,chr16,66508002.0,2466950219.0,16q21
CUTC,191.7746917410857,5.990115578092242e-38,chr10,99732233.0,1774615862.0,10q24.2
ACO1,191.66982794950886,6.232975524940407e-38,chr9,32384602.0,1568873514.0,9p21.1
ATAD2,191.6480254414157,6.284696895006978e-38,chr8,123319850.0,1514670126.0,8q24.13
C5orf26,191.46498306240767,6.736262792447717e-38,chr5,112160525.0,991820590.0,5q22.1
PEAR1,190.9632244601204,8.148201053992908e-38,chr1,156893717.0,156893717.0,1q23.1
DKFZp434K1815,190.95630021107613,8.169633666211598e-38,,,,
NR4A1,190.90141079753047,8.341546679825634e-38,chr12,52022831.0,1995790504.0,12q13.13
GINS1,190.66761535162186,9.115401606820696e-38,chr20,25407672.0,2738436576.0,20p11.21
TNS1,190.5204430076446,9.63908254201898e-38,chr2,217799588.0,466756010.0,2q35
POLA2,190.49040272897471,9.749629554848725e-38,chr11,65261961.0,1873943012.0,11q13.1
WFIKKN2,190.44581915749276,9.9160449048572e-38,chr17,50834583.0,2541615145.0,17q21.33
HIST1H2AM,190.26659966516655,1.0614272759424588e-37,chr6,27892698.0,1089091022.0,6p22.1
LRRC15,190.1313560419886,1.1173657583230759e-37,chr3,194355248.0,685505199.0,3q29
BCAS4,189.86153181464732,1.2379641445598944e-37,chr20,50794893.0,2763823797.0,20q13.13
AMT,189.84141567748387,1.247461762305801e-37,chr3,49416777.0,540566728.0,3p21.31
PLK4,189.75857868014265,1.2873490761024417e-37,chr4,127880892.0,817326402.0,4q28.1
SQLE,189.58705398050967,1.3740566990792193e-37,chr8,124998504.0,1516348780.0,8q24.13
MED25,189.5545470764321,1.3911382483145192e-37,chr19,49818288.0,2704229576.0,19q13.33
HMOX2,189.39330051151876,1.4790718570559917e-37,chr16,4474702.0,2404916919.0,16p13.3
PRX,189.34997627881484,1.5036345841870964e-37,chr19,40393763.0,2694805051.0,19q13.2
IL33,189.23368457653507,1.5716094095337896e-37,chr9,6215148.0,1542704060.0,9p24.1
C1orf74,188.793937955704,1.8577316367985135e-37,chr1,209779207.0,209779207.0,1q32.2
P2RY12,188.58235678815672,2.0134803883881242e-37,chr3,151336842.0,642486793.0,3q25.1
RELN,188.38633094913666,2.1694515140809143e-37,chr7,103471783.0,1335476086.0,7q22.1
GPRASP2,187.96845504486308,2.543616368704216e-37,chrX,102712175.0,2977713697.0,Xq22.1
HIST1H1B,187.55305433679004,2.979762464365183e-37,chr6,27866791.0,1089065115.0,6p22.1
ASAM,187.3966592695506,3.1627706544044163e-37,chr11,123069871.0,1931750922.0,11q24.1
ETS2,187.3434739670368,3.2275426651081836e-37,chr21,38805182.0,2816278253.0,21q22.2
ARL4A,187.07049954191044,3.5815405336078995e-37,chr7,12686826.0,1244691129.0,7p21.3
IRS2,186.9943421849503,3.6870800330419552e-37,chr13,109752694.0,2186795676.0,13q34
BMP2,186.7403913446604,4.0620889536959275e-37,chr20,6767685.0,2719796589.0,20p12.3
JTB,186.5001920146892,4.451960749845887e-37,chr1,153974268.0,153974268.0,1q21.3
SPATS2,186.23957515441174,4.9175722505983145e-37,chr12,49367461.0,1993135134.0,12q13.12
PROL1,186.2110067087947,4.971496197203173e-37,chr4,70397939.0,759843449.0,4q13.3
LASS2,186.12718416475988,5.133163297223336e-37,chr1,150965172.0,150965172.0,1q21.3
MARCKSL1,186.0898626914738,5.206831941102605e-37,chr1,32333838.0,32333838.0,1p35.1
SLC27A1,185.92402964774817,5.547214277493502e-37,chr19,17470523.0,2671881811.0,19p13.11
GBE1,185.91828088095562,5.559406272370914e-37,chr3,81489704.0,572639655.0,3p12.2
MCM10,185.88364448029026,5.633434378855711e-37,chr10,13161557.0,1688045186.0,10p13
WIF1,185.85940824921454,5.68582175503518e-37,chr12,65050625.0,2008818298.0,12q14.3
CCDC9,185.82005231743855,5.7719343354887e-37,chr19,47256524.0,2701667812.0,19q13.32
CRYAB,185.79760657904902,5.821631429589613e-37,chr11,111908563.0,1920589614.0,11q23.1
CYR61,185.72679619615644,5.981244248674717e-37,chr1,85580760.0,85580760.0,1p22.3
BHMT2,185.64190466397014,6.178396238896744e-37,chr5,79069766.0,958729831.0,5q14.1
NPR2,185.59198968059445,6.297349697042253e-37,chr9,35791590.0,1572280502.0,9p13.3
ALDOC,185.4895036524571,6.548839262643859e-37,chr17,28573119.0,2519353681.0,17q11.2
SGOL1,185.16478953894514,7.414170423468058e-37,chr3,20160592.0,511310543.0,3p24.3
COL1A1,184.9361731598552,8.091401048136035e-37,chr17,50184100.0,2540964662.0,17q21.33
CKAP5,184.88242960902755,8.259416591641488e-37,chr11,46743047.0,1855424098.0,11p11.2
PKD1L2,184.83585550693607,8.407847741501749e-37,chr16,81100876.0,2481543093.0,16q23.2
DUSP6,184.80817787609246,8.49732103179869e-37,chr12,89347236.0,2033114909.0,12q21.33
LOXL4,184.7053453559708,8.838198164465889e-37,chr10,98247690.0,1773131319.0,10q24.2
ID4,184.6711230140768,8.954657702770326e-37,chr6,19837369.0,1081035693.0,6p22.3
SEMA3D,184.5506369690723,9.377067041564785e-37,chr7,84995555.0,1316999858.0,7q21.11
SLC25A39,184.49913000317326,9.563691692208625e-37,chr17,44319624.0,2535100186.0,17q21.31
CREB5,184.42164861999908,9.851473560538613e-37,chr7,28299320.0,1260303623.0,7p15.1
LEP,184.26540409016388,1.0458501644771163e-36,chr7,128241277.0,1360245580.0,7q32.1
LRRC8E,184.15903062556262,1.0893115428339259e-36,chr19,7888504.0,2662299792.0,19p13.2
GNG2,184.0658168317738,1.1288837860470164e-36,chr14,51860611.0,2243267921.0,14q22.1
SCT,183.6615188118474,1.3179149499254529e-36,chr11,626308.0,1809307359.0,11p15.5
CENPI,183.58196565712632,1.3586950108577317e-36,chrX,101098181.0,2976099703.0,Xq22.1
PDGFA,183.54800016645433,1.3764896858933755e-36,chr7,497259.0,1232501562.0,7p22.3
EBF3,183.51999847713748,1.3913356433976604e-36,chr10,129835232.0,1804718861.0,10q26.3
MAN2A2,183.3674841663502,1.4750625336638969e-36,chr15,90902381.0,2389353409.0,15q26.1
MFAP2,183.30556343103513,1.510482031504022e-36,chr1,16974503.0,16974503.0,1p36.13
KCTD5,183.28215283708218,1.524094449545816e-36,chr16,2682522.0,2403124739.0,16p13.3
HN1L,183.27439290780404,1.528633679809239e-36,chr16,1612359.0,2402054576.0,16p13.3
SMC4,183.23912281120116,1.549436758791092e-36,chr3,160399649.0,651549600.0,3q25.33
HMGB3,183.04997092568865,1.665947787990471e-36,chrX,150980506.0,3025982028.0,Xq28
CLK1,182.8051483669558,1.829902582943096e-36,chr2,200853008.0,449809430.0,2q33.1
KIAA1683,182.57552450941245,1.9983694316840484e-36,chr19,18257097.0,2672668385.0,19p13.11
HIST1H2AL,182.19348570877855,2.3138582457891136e-36,chr6,27865316.0,1089063640.0,6p22.1
RGL1,182.17676628258937,2.3287535253445144e-36,chr1,183636108.0,183636108.0,1q25.3
JARID1B,182.15392412165386,2.3492591791011876e-36,chr1,202724496.0,202724496.0,1q32.1
FGFBP1,182.13533035628572,2.3660847046176e-36,chr4,15935576.0,705381086.0,4p15.32
HSPB2,181.96164864952905,2.5292084420263665e-36,chr11,111912733.0,1920593784.0,11q23.1
ARMETL1,181.9080542980955,2.5817883778668578e-36,chr10,14819244.0,1689702873.0,10p13
FAM86A,181.8689904578278,2.6208026898037874e-36,chr16,5084283.0,2405526500.0,16p13.3
HIST1H2BH,181.7943998717164,2.6969496711395992e-36,chr6,26251613.0,1087449937.0,6p22.2
C1orf190,181.68081774017335,2.817188105151398e-36,chr1,46203333.0,46203333.0,1p34.1
PPP1R14B,181.57477864268674,2.934292598196574e-36,chr11,64244478.0,1872925529.0,11q13.1
CTPS2,181.4970906565453,3.02317675578665e-36,chrX,16587998.0,2891589520.0,Xp22.2
SHE,181.45171635962922,3.076334972738292e-36,chr1,154479482.0,154479482.0,1q21.3
GPRC5A,181.15762939370453,3.444364429311107e-36,chr12,12891561.0,1956659234.0,12p13.1
FLRT2,181.11228227404374,3.5049195923678185e-36,chr14,85530024.0,2276937334.0,14q31.3
SUCLA2,180.98614741424487,3.679034328624678e-36,chr13,47942655.0,2124985637.0,13q14.2
CLCN2,180.90763167289762,3.7917728457740076e-36,chr3,184346184.0,675496135.0,3q27.1
ACACB,180.84941067811792,3.877603427454845e-36,chr12,109116586.0,2052884259.0,12q24.11
PDGFD,180.7384092974377,4.0466833546374264e-36,chr11,103907190.0,1912588241.0,11q22.3
HIST1H3H,180.62935769032038,4.219996918531573e-36,chr6,27810050.0,1089008374.0,6p22.1
RND3,180.48039165268534,4.468847137496695e-36,chr2,150468192.0,399424614.0,2q23.3
GRM8,180.4603443514378,4.503442144616803e-36,chr7,126438597.0,1358442900.0,7q31.33
LEPREL1,180.38459843303733,4.636598132054909e-36,chr3,189956727.0,681106678.0,3q28
IGSF9,180.35032522346356,4.698139405842706e-36,chr1,159927040.0,159927040.0,1q23.2
NDE1,180.11364873288167,5.146091008341881e-36,chr16,15643381.0,2416085598.0,16p13.11
IFI30,180.09019136692518,5.1927588770707824e-36,chr19,18173812.0,2672585100.0,19p13.11
LARP6,180.06220073590129,5.249001626168442e-36,chr15,70829130.0,2369280158.0,15q23
DPYSL2,179.9404365422517,5.5008684480068326e-36,chr8,26514030.0,1417864306.0,8p21.2
TPD52,179.85010412657422,5.6955240775096184e-36,chr8,80034745.0,1471385021.0,8q21.13
ACTG2,179.84635044785404,5.703760731766379e-36,chr2,73893007.0,322849429.0,2p13.1
GIMAP8,179.58130680256946,6.316608292787263e-36,chr7,150450629.0,1382454932.0,7q36.1
ADH1B,179.52197413602593,6.462613123366423e-36,chr4,99304970.0,788750480.0,4q23
ANKAR,179.40766415165174,6.753521747825977e-36,chr2,189674669.0,438631091.0,2q32.2
MYOM2,179.3735587986573,6.842835836146926e-36,chr8,2045045.0,1393395321.0,8p23.3
PTPN6,179.36915807881624,6.854446318348344e-36,chr12,6946576.0,1950714249.0,12p13.31
TMEM57,179.12527008312813,7.52978529564321e-36,chr1,25430857.0,25430857.0,1p36.11
KCNA4,178.88405846722964,8.263385670598331e-36,chr11,30009730.0,1838690781.0,11p14.1
ZNF219,178.768485692657,8.639883441540817e-36,chr14,21090045.0,2212497355.0,14q11.2
PRLR,178.53764705293383,9.444199571251165e-36,chr5,35048755.0,914708820.0,5p13.2
DAP3,178.46235824962312,9.722454790734579e-36,chr1,155689090.0,155689090.0,1q22
RPL9,178.42715958301434,9.855351038259221e-36,chr4,39454124.0,728899634.0,4p14
LOC442590,178.36124404211557,1.0109144981534087e-35,,,,
CD276,178.28931507615349,1.0393581941737308e-35,chr15,73684280.0,2372135308.0,15q24.1
STXBP2,178.04828581078894,1.1406573228170239e-35,chr19,7637109.0,2662048397.0,19p13.2
PTPRM,177.9221512034587,1.197559517043538e-35,chr18,7567315.0,2581605318.0,18p11.23
TMEM47,177.80257052945652,1.2541335337551468e-35,chrX,34627074.0,2909628596.0,Xp21.1
PTK6,177.754733004116,1.277509764510895e-35,chr20,63528000.0,2776556904.0,20q13.33
ZNF553,177.5265909643782,1.3951522983096663e-35,chr16,30378311.0,2430820528.0,16p11.2
ABCA5,177.51909162153902,1.399198690598047e-35,chr17,69244310.0,2560024872.0,17q24.3
ACSS2,177.3196668468369,1.5112316706750864e-35,chr20,34874962.0,2747903866.0,20q11.22
LOC150223,177.20015596267632,1.5826400978744004e-35,,,,
HIST3H2BB,177.13433449453717,1.6234048147554166e-35,,,,
C9orf142,177.13352431132301,1.6239130889611418e-35,chr9,136992421.0,1673481333.0,9q34.3
SCAMP3,177.102577739156,1.6434476526103006e-35,chr1,155255980.0,155255980.0,1q22
SOX12,177.02619685719807,1.692677203412408e-35,chr20,325570.0,2713354474.0,20p13
STX12,177.0092183048773,1.7038198382996367e-35,chr1,27773218.0,27773218.0,1p35.3
PCDH17,176.95352224129888,1.74089125784424e-35,chr13,57631743.0,2134674725.0,13q21.1
PSRC1,176.5206900501072,2.0579818480108714e-35,chr1,109279553.0,109279553.0,1p13.3
PTGS2,176.49457317426672,2.0788720101108748e-35,chr1,186671790.0,186671790.0,1q31.1
CHEK1,176.47837379762305,2.091936230837064e-35,chr11,125625135.0,1934306186.0,11q24.2
LOC492311,176.41983958945912,2.139832452995677e-35,,,,
C20orf82,176.38740234875462,2.1668468535755137e-35,chr20,13221273.0,2726250177.0,20p12.1
EZH1,176.36339449697687,2.1870612346499466e-35,chr17,42700274.0,2533480836.0,17q21.2
CDC6,176.3197912680299,2.2242599302557697e-35,chr17,40287878.0,2531068440.0,17q21.2
MT1M,176.26964862732655,2.267823083264571e-35,chr16,56632658.0,2457074875.0,16q13
SPATA9,176.26904285510992,2.2683545696098967e-35,chr5,95652180.0,975312245.0,5q15
POLQ,176.20367441382794,2.3264475557175566e-35,chr3,121431430.0,612581381.0,3q13.33
CEP250,176.01763710744484,2.5000806403982225e-35,chr20,35455597.0,2748484501.0,20q11.22
LMBRD1,175.9660383149309,2.5505027313013465e-35,chr6,69674009.0,1130872333.0,6q13
KIAA1881,175.85400127988376,2.6635262527500263e-35,chr19,4502195.0,2658913483.0,19p13.3
ARL6IP1,175.79415052019814,2.725949829562645e-35,chr16,18791666.0,2419233883.0,16p12.3
